winery,country,provinces,min_price,max_price,mean_price,median_price,price_std_dev,min_score,max_score,mean_score,median_score,score_std_dev,designations,varieties,num_wines
Pine & Brown,{'US'},{'California'},60.0,90.0,73.33333333333333,70.0,15.275252316519467,92,94,92.66666666666667,92.0,1.1547005383792526,"{'Proprietary Blend', 'Konrad Vineyard', 'Hill Block'}","{'Red Blend', 'Cabernet Sauvignon', 'Bordeaux-style Red Blend'}",3
Pine Ridge,{'US'},{'California'},25.0,200.0,85.81818181818181,54.0,67.59706825272555,86,94,89.72727272727273,90.0,2.5334130768948495,"{'Fortis', 'Estate Vineyards', 'Dijon Clones', 'FORTIS'}","{'Cabernet Sauvignon', 'Chardonnay'}",11
Pingón,{'Spain'},{'Northern Spain'},32.0,45.0,37.5,36.5,5.567764362830023,87,91,89.25,89.5,1.7078251276599314,"{'Torrepingón Reserva', 'Altamimbre', 'Torrepingón Selección', 'Carramimbre Reserva'}",{'Tempranillo Blend'},4
Pinhal da Torre,{'Portugal'},{'Tejo'},9.0,36.0,16.833333333333332,13.5,8.332121123954117,85,92,89.41666666666667,90.0,2.0207259421636894,"{'2 Worlds', 'The', 'Alqueve Tradicional', 'Quinta do Alqueve 2 Worlds Reserva', 'Quinta do Alqueve Tradicional', 'Quinta de São João Cuvée RB', 'Alqueve de Pinhal da Torre', '2 Worlds Premium Tinto', 'Quinta do Alqueve', '2 Worlds Reserva Tinto'}","{'Portuguese Red', 'Touriga Nacional', 'Syrah', 'Touriga Nacional Blend', 'Portuguese White'}",12
Pininfarina,{'US'},{'California'},95.0,95.0,95.0,95.0,,90,90,90.0,90.0,,{'Vino Rosso'},{'Red Blend'},1
Pink Truck,{'US'},{'California'},9.0,9.0,9.0,9.0,,82,82,82.0,82.0,,{'Pink Wine'},{'Rosé'},1
Pino,{'US'},{'Oregon'},20.0,20.0,20.0,20.0,,85,85,85.0,85.0,,{'Rosé of'},{'Pinot Noir'},1
Pinord,{'Spain'},"{'Catalonia', 'Northern Spain'}",10.0,60.0,22.3125,17.5,13.792358995714498,84,92,87.0625,87.0,2.205107707119997,"{'Chateldon Reserva', 'M Marrugat Gran Reserva Brut Nature Millésime', 'Clos Torribas Rosé', 'Chateldon Gran Reserva', 'La Dama Reserva Familiar Brut Rosé', 'Balcons', 'Clos del Mas', 'Marrugat Brut Selection', 'Vaquos', 'La Dama Reserva Familiar Brut', 'Clos de Torribas', '7', 'Clos de Torribas Crianza'}","{'Cabernet Sauvignon', 'Sparkling Blend', 'Rosé', 'Red Blend', 'Tempranillo'}",16
Pinot Patch,{'US'},{'California'},14.0,14.0,14.0,14.0,,90,90,90.0,90.0,,{'Pinot Noir'},{'Rosé'},1
Pintia,{'Spain'},{'Northern Spain'},68.0,68.0,68.0,68.0,,93,93,93.0,93.0,,{'Pintia'},{'Tempranillo'},1
Pinuaga,{'Spain'},{'Central Spain'},16.0,16.0,16.0,16.0,,84,84,84.0,84.0,,{'Nature'},{'Tempranillo'},1
Pio Cesare,{'Italy'},{'Piedmont'},21.0,129.0,99.11111111111111,115.0,39.98888734525019,85,94,89.33333333333333,89.0,3.1622776601683777,"{'Il Bricco', 'Ornato', 'Cortese di Gavi', 'Fides'}","{'Cortese', 'Barbera', 'Nebbiolo'}",9
Piocho,{'US'},{'California'},25.0,39.0,32.0,32.0,9.899494936611665,89,93,91.0,91.0,2.8284271247461903,"{'Happy Canyon VIneyard', 'Reserve'}","{'Sauvignon Blanc', 'Bordeaux-style Red Blend'}",2
Pioiero,{'Italy'},{'Piedmont'},17.0,17.0,17.0,17.0,,84,84,84.0,84.0,,{'Cascina Pioiero'},{'Arneis'},1
Piollot Père et Fils,{'France'},{'Champagne'},45.0,50.0,47.5,47.5,3.5355339059327378,88,89,88.5,88.5,0.7071067811865476,"{'Come des Tallants Zéro Dosage', 'Colas Robin'}","{'Pinot Noir', 'Pinot Blanc'}",2
Piper Sonoma,{'US'},{'California'},15.0,20.0,17.5,17.5,3.5355339059327378,86,88,87.0,87.0,1.4142135623730951,"{'Select Cuvée Brut', 'Blanc de Blancs'}",{'Sparkling Blend'},2
Piper-Heidsieck,{'France'},{'Champagne'},32.0,175.0,64.38461538461539,50.0,38.042823373882364,87,94,89.76923076923077,89.0,2.2417941532712202,"{'Brut Cuvée Rare Millesimée', 'Special Cuvée Brut', 'Vintage Brut', 'Cuvée Sublime Demi-Sec', 'Sauvage Brut Rosé', 'Millésime Brut', 'Brut', 'Extra Dry'}",{'Champagne Blend'},13
Piquentum,{'Croatia'},{'Istria'},16.0,25.0,19.75,19.0,3.862210075418822,81,87,84.25,84.5,3.2015621187164225,"{'Teranum', 'Malvoisie', 'Rouge', 'Blanc'}","{'Teran', 'Malvasia'}",4
Pircas Negras,{'Argentina'},{'Other'},10.0,10.0,10.0,10.0,,84,84,84.0,84.0,,{'Organic'},{'Cabernet Sauvignon'},1
Piro,{'US'},{'California'},32.0,44.0,40.0,44.0,6.928203230275509,93,95,93.66666666666667,93.0,1.1547005383792495,"{'Points West', ""Presqu'ile Vineyard""}",{'Pinot Noir'},3
Pirouette,{'US'},{'Washington'},50.0,90.0,65.0,55.0,21.79449471770337,92,98,94.0,92.0,3.4641016151377544,"{'Vintage Select Solo Dancer', 'Red Wine'}","{'Red Blend', 'Bordeaux-style Red Blend'}",3
Pirro Varone,{'Italy'},{'Southern Italy'},21.0,27.0,24.0,24.0,4.242640687119285,87,88,87.5,87.5,0.7071067811865476,"{'Tocy', 'Le Vigne Rare'}","{'Red Blend', 'Primitivo'}",2
Pisa Range,{'New Zealand'},{'Central Otago'},30.0,30.0,30.0,30.0,,86,86,86.0,86.0,,{'Run 245'},{'Pinot Noir'},1
Pisano,{'Uruguay'},{'Progreso'},12.0,46.0,24.272727272727273,20.0,13.184012356569674,82,90,86.81818181818181,87.0,2.1825756260978375,"{'Río de los Pájaros Reserve', 'Cisplatino', 'RPF', 'Arretxea Estate Bottled Grand Reserve', 'Etxe Oneko Fortified Sweet Red', 'Arretxea Grand Reserve Estate Bottled'}","{'Cabernet Sauvignon', 'Tannat', 'Pinot Noir', 'Red Blend', 'Tannat-Merlot'}",11
Pisoni,"{'US', 'Italy'}","{'Northeastern Italy', 'California'}",20.0,60.0,37.5,35.0,16.583123951777,87,94,89.75,89.0,2.986078811194821,"{'Vino Santo', 'Estate', 'San Siro Bianco', 'Reboro'}","{'White Blend', 'Rebo', 'Pinot Noir', 'Nosiola'}",4
Pitars,{'Italy'},{'Veneto'},16.0,18.0,17.0,17.0,1.4142135623730951,86,86,86.0,86.0,0.0,"{'Pitars Extra Dry', 'Extra Dry'}","{'Glera', 'Prosecco'}",2
Pittacum,{'Spain'},{'Northern Spain'},23.0,52.0,44.8,52.0,12.557866060760484,84,93,90.2,91.0,3.563705936241091,"{'La Prohibición', 'Aurea', 'Tres Obispos Mencía'}","{'Rosado', 'Garnacha Tintorera', 'Mencía'}",5
Pittnauer,{'Austria'},"{'Austria', 'Burgenland'}",18.0,60.0,45.1,48.5,15.073523513469274,88,94,90.6,89.5,2.503331114069145,"{'Sankt Laurent', 'Pannobile', 'Reserve', 'Alte Reben', 'Bühl', 'Rosenberg', 'Mash Pitt', 'Ungerberg', 'Dorflagen'}","{'St. Laurent', 'Blaufränkisch', 'Pinot Noir', 'Red Blend', 'White Blend'}",10
Pittsburgh,{'US'},{'California'},55.0,55.0,55.0,55.0,,85,85,85.0,85.0,,{'Reserve'},{'Cabernet Sauvignon'},1
Pizzato,{'Brazil'},{'Vale dos Vinhedos'},50.0,50.0,50.0,50.0,,85,85,85.0,85.0,,{'DNA 99 Single Vineyard'},{'Merlot'},1
Pizzolato,{'Italy'},{'Veneto'},11.0,16.0,13.333333333333334,12.5,1.9227505550564008,82,91,85.33333333333333,85.0,2.640018365409031,"{'Stefany Extra Dry', 'Frederick Brut', 'Rosso Convento', 'NSA', 'Alba Chiara Passito 500ml', 'Fields Brut', 'Brut', 'Terra Summa'}","{'Merlot', 'Glera', 'Prosecco', 'Red Blend', 'White Blend', 'Chardonnay'}",12
Pizzorno,{'Uruguay'},"{'Uruguay', 'Canelones'}",20.0,50.0,27.5,20.0,15.0,88,91,89.25,89.0,1.5,"{'Reserva', 'Primo', 'Select Blend Reserva'}","{'Tannat', 'Red Blend'}",4
Piña,{'US'},{'California'},34.0,115.0,80.85185185185185,85.0,18.08038398099678,86,96,91.55555555555556,92.0,2.750291359856721,"{'Mimbre', 'Low Vineyard', 'Wolff Vineyard', 'Ames Vineyard', ""D'Adamo Vineyard"", 'Firehouse Vineyard', 'Buckeye Vineyard'}","{'Cabernet Sauvignon', 'Chardonnay'}",27
Plaisance Ranch,{'US'},{'Oregon'},25.0,30.0,26.5,25.0,2.350811729908136,83,91,87.7,87.5,1.7198531149031608,"{'Clone 828', ""Papa Joe's Private Stash"", 'Ranch', 'Barrel Fermented'}","{'Pinot Noir', 'Carmenère', 'Red Blend', 'Syrah', 'Tempranillo', 'Bordeaux-style Red Blend', 'Mondeuse', 'Chardonnay'}",20
Plan B,{'US'},{'California'},36.0,36.0,36.0,36.0,,84,84,84.0,84.0,,{'Valley View'},{'Syrah'},1
Planeta,{'Italy'},{'Sicily & Sardinia'},14.0,43.0,29.428571428571427,32.0,11.596386957849866,85,92,89.39285714285714,90.0,2.2334044054078603,"{'Alastro', ""Nero d'Avola Nocera"", 'Santa Cecilia', 'La Segreta Bianco', 'Bianco', 'Rosé', 'Moscato di Noto', 'Bianco Dry', 'Maroccoli', 'Dorilli', 'La Segreta', 'Burdese', 'Brut', 'Cometa', 'Eruzione 1614'}","{'Carricante', 'Nerello Mascalese', 'Syrah', 'Red Blend', 'White Blend', ""Nero d'Avola"", 'Moscato', 'Fiano'}",28
Plantagenet,{'Australia'},{'Western Australia'},13.0,25.0,17.0,15.0,3.798495942945238,85,91,88.0,88.0,1.8126539343499308,"{'Lioness', 'Hazard Hill', 'Mount Barker', 'Omrah'}","{'Cabernet Sauvignon', 'Pinot Noir', 'Shiraz-Viognier', 'Shiraz', 'Sauvignon Blanc', 'Semillon-Sauvignon Blanc', 'Sauvignon Blanc-Semillon', 'Chardonnay'}",15
Playtime,{'US'},{'California'},13.0,13.0,13.0,13.0,,87,87,87.0,87.0,,{'Blonde'},{'Chardonnay'},1
Pleil,{'Austria'},{'Niederösterreich'},15.0,15.0,15.0,15.0,,85,85,85.0,85.0,,{'Classic'},{'Grüner Veltliner'},1
Plozner,{'Italy'},"{'Veneto', 'Northeastern Italy'}",9.0,27.0,20.0,23.0,8.19756061276768,83,88,86.66666666666667,87.5,1.9663841605003527,"{'Malpelo', 'Moscabianca', 'Brut'}","{'Glera', 'Friulano', 'Pinot Grigio'}",6
Plozza,{'Italy'},{'Lombardy'},60.0,60.0,60.0,60.0,0.0,90,90,90.0,90.0,0.0,"{'Silveredition Passione', 'Blackedition Passione'}",{'Nebbiolo'},2
Plumb Cellars,{'US'},{'Washington'},18.0,40.0,28.75,30.0,8.811518435709997,83,91,88.375,89.0,2.386719206657662,"{'Plumb Crazy', 'JKII Estate Vineyard', 'Estate', 'Damn Straight', 'Afternoon Delight Estate'}","{'Sangiovese', 'Syrah', 'Red Blend', 'Bordeaux-style Red Blend', 'Viognier'}",8
Plungerhead,{'US'},{'California'},12.0,20.0,15.0,15.0,2.9664793948382653,84,88,86.66666666666667,87.0,1.3662601021279475,"{'Old Vine Zinfandel', 'Old Vine'}",{'Zinfandel'},6
Plush,{'US'},"{'Oregon', 'California'}",8.0,50.0,29.0,29.0,29.698484809834994,81,86,83.5,83.5,3.5355339059327378,"{'Smooth', 'Reserve'}","{'Red Blend', 'Pinot Noir'}",2
Pluvium,{'Spain'},{'Levante'},9.0,10.0,9.333333333333334,9.0,0.5773502691896258,84,85,84.33333333333333,84.0,0.5773502691896247,"{'Premium Selection', 'Bobal-Grenache'}","{'Bobal-Cabernet Sauvignon', 'Rosado', 'Merseguera-Sauvignon Blanc'}",3
PoderNuovo a Palazzone,{'Italy'},{'Tuscany'},20.0,40.0,27.818181818181817,27.0,7.7565221822435575,87,90,88.63636363636364,89.0,1.0269106361049412,"{'Therra', 'Argirio', 'Sotirio'}","{'Red Blend', 'Sangiovese'}",11
Podere Brizio,{'Italy'},{'Tuscany'},94.0,120.0,102.25,97.5,12.120918557051139,90,94,93.0,94.0,2.000000000000001,{'Riserva'},"{'Sangiovese Grosso', 'Sangiovese'}",4
Podere Capaccia,{'Italy'},{'Tuscany'},33.0,33.0,33.0,33.0,,87,87,87.0,87.0,,{'Riserva'},{'Red Blend'},1
Podere Ciona,{'Italy'},{'Tuscany'},15.0,30.0,22.5,22.5,8.660254037844387,86,87,86.75,87.0,0.5,"{'Semifonte', 'Riserva', 'Le Diacce', 'Montegrossoli'}","{'Red Blend', 'Merlot'}",4
Podere Forte,{'Italy'},{'Tuscany'},135.0,175.0,155.0,155.0,28.284271247461902,90,91,90.5,90.5,0.7071067811865476,"{'Petrucci', 'Guardiavigna'}","{'Red Blend', 'Sangiovese'}",2
Podere Guado al Melo,{'Italy'},{'Tuscany'},10.0,41.0,22.22222222222222,20.0,10.158466638447184,83,91,87.0,87.0,2.598076211353318,"{'Guado al Melo Rosso', 'Bacco in Toscana', 'Guado al Melo', 'Gaudo al Melo Rosso', 'Pegasus', 'Jassarte', 'Antillo'}","{'Red Blend', 'White Blend', 'Sangiovese'}",9
Podere Il Castellaccio,{'Italy'},{'Tuscany'},19.0,20.0,19.5,19.5,0.7071067811865476,87,87,87.0,87.0,0.0,"{'Valente', 'Dinostro'}","{'Red Blend', 'Sangiovese'}",2
Podere L'Aione,{'Italy'},{'Tuscany'},48.0,54.0,50.0,48.0,3.4641016151377544,93,95,94.0,94.0,1.0,"{'Aione', 'Salve', 'Etico'}","{'Red Blend', 'Sangiovese'}",3
Podere La Cappella,{'Italy'},{'Tuscany'},22.0,22.0,22.0,22.0,,84,84,84.0,84.0,,{'Querciolo Riserva'},{'Sangiovese'},1
Podere La Vigna,{'Italy'},{'Tuscany'},80.0,90.0,85.0,85.0,7.0710678118654755,88,89,88.5,88.5,0.7071067811865476,{'Riserva'},"{'Sangiovese Grosso', 'Sangiovese'}",2
Podere Le Ripi,{'Italy'},{'Tuscany'},100.0,175.0,131.25,125.0,31.7214438511238,90,91,90.5,90.5,0.5773502691896257,"{'Lupi e Sirene Riserva', 'Lupi e Sirene'}",{'Sangiovese'},4
Podere Monastero,{'Italy'},{'Tuscany'},60.0,60.0,60.0,60.0,0.0,89,89,89.0,89.0,0.0,{'La Pineta'},{'Pinot Nero'},2
Podere Paganico,{'Italy'},{'Tuscany'},50.0,64.0,56.0,54.0,7.211102550927978,88,92,90.33333333333333,91.0,2.0816659994661335,{'Riserva'},"{'Sangiovese Grosso', 'Sangiovese'}",3
Podere Ruggeri Corsini,{'Italy'},{'Piedmont'},28.0,50.0,42.375,44.5,7.327784697398565,87,93,89.625,90.0,1.9955307206712847,"{'Armujan', 'San Pietro', 'Bussia Corsini', 'Bricco San Pietro', 'Bussia'}","{'Barbera', 'Nebbiolo'}",8
Podere San Cristoforo,{'Italy'},{'Tuscany'},19.0,27.0,23.5,24.5,3.2710854467592245,86,90,87.83333333333333,88.0,1.3291601358251246,"{'Amaranto', 'Ameri', 'Carandelle'}",{'Sangiovese'},6
Podere Sapaio,{'Italy'},{'Tuscany'},35.0,80.0,56.375,57.5,16.06182252601313,89,95,92.125,92.5,2.232071427428535,"{'Volpolo', 'Sapaio'}",{'Red Blend'},8
Podere ai Valloni,{'Italy'},{'Piedmont'},31.0,55.0,43.0,43.0,16.97056274847714,88,93,90.5,90.5,3.5355339059327378,"{'Gratus Bio', 'Vigna Cristiana'}",{'Red Blend'},2
Podere dal Nespoli,{'Italy'},{'Central Italy'},17.0,27.0,22.0,22.0,7.0710678118654755,86,87,86.5,86.5,0.7071067811865476,"{'Prugneto', 'Il Nespoli Riserva'}",{'Sangiovese'},2
Podere il Pozzo,{'Italy'},{'Tuscany'},24.0,30.0,27.0,27.0,4.242640687119285,88,89,88.5,88.5,0.7071067811865476,"{'Riserva', 'Vigna Vecchia Riserva'}","{'Red Blend', 'Sangiovese'}",2
Podere la Marronaia,{'Italy'},{'Tuscany'},17.0,17.0,17.0,17.0,,87,87,87.0,87.0,,{'Intenso'},{'Red Blend'},1
Poderi Aldo Conterno,{'Italy'},{'Piedmont'},35.0,180.0,117.5,130.0,49.71346468944376,90,95,93.25,93.5,1.6690459207925565,"{'Bussia Cicala', 'Colonnello', 'Conca Tre Pile', 'Bussia', 'Bussia Colonnello', 'Bussia Romirasco'}","{'Barbera', 'Nebbiolo'}",8
Poderi Arancio,{'Italy'},{'Veneto'},15.0,15.0,15.0,15.0,,83,83,83.0,83.0,,"{""Stella Rosa Il Conte Orange Moscato Fior d'Arancio""}",{'Moscato'},1
Poderi Colla,{'Italy'},{'Piedmont'},18.0,80.0,52.92307692307692,66.0,26.790737013818596,86,93,89.84615384615384,90.0,2.5444761689508857,"{'Roncaglie', 'Bussia Dardi Le Rose', 'Dardi Le Rose Bussia', 'Pian Balbo', 'Costa Bruna'}","{'Barbera', 'Nebbiolo', 'Dolcetto'}",13
Poderi Elia,{'Italy'},{'Piedmont'},50.0,60.0,55.0,55.0,5.0,87,94,89.66666666666667,88.0,3.7859388972001837,{'Serracapelli'},{'Nebbiolo'},3
Poderi Foglia,{'Italy'},{'Southern Italy'},16.0,16.0,16.0,16.0,,87,87,87.0,87.0,,{'Conca Bianco'},{'White Blend'},1
Poderi Luigi Einaudi,{'Italy'},{'Piedmont'},25.0,108.0,75.26315789473684,81.0,28.18755065087966,86,94,90.73684210526316,91.0,2.0232565955562807,"{'Costa Grimaldi', 'Terlo', 'Terlo Vigna Costa Grimaldi', 'Cannubi', 'Nei Cannubi', 'I Filari', 'Vigna Tecc'}","{'Nebbiolo', 'Dolcetto'}",19
Poderi Morini,{'Italy'},{'Central Italy'},10.0,22.0,15.333333333333334,14.0,6.110100926607787,85,88,86.33333333333333,86.0,1.5275252316519452,"{'MorAle', 'Nonno Ricco'}",{'Sangiovese'},3
Poderi San Lazzaro,{'Italy'},{'Central Italy'},25.0,25.0,25.0,25.0,,89,89,89.0,89.0,,{'Pistillo'},{'Pecorino'},1
Poderi dal Nespoli 1929,{'Italy'},{'Central Italy'},15.0,25.0,20.0,20.0,7.0710678118654755,84,87,85.5,85.5,2.1213203435596424,"{'Prugneto', 'Il Nespoli Riserva'}",{'Sangiovese'},2
Poderi dei Bricchi Astigiani,{'Italy'},{'Piedmont'},25.0,25.0,25.0,25.0,,88,88,88.0,88.0,,{'Bricco del Perg'},{'Barbera'},1
Poderi del Paradiso,{'Italy'},{'Tuscany'},36.0,36.0,36.0,36.0,,89,89,89.0,89.0,,{'Biscondola'},{'Vernaccia'},1
Podrumi Belje,{'Croatia'},{'Podunavlje'},15.0,15.0,15.0,15.0,,85,85,85.0,85.0,,{'Graševina'},{'Welschriesling'},1
Poeira,{'Portugal'},{'Douro'},30.0,100.0,65.0,65.0,49.49747468305833,87,93,90.0,90.0,4.242640687119285,"{'Pó de Poeira', '39 Barricas'}",{'Portuguese Red'},2
Poema,{'Spain'},{'Catalonia'},13.0,13.0,13.0,13.0,0.0,83,85,84.0,84.0,1.0,"{'Brut Rosé', 'Brut', 'Extra Dry'}","{'Sparkling Blend', 'Trepat'}",3
Poet's Leap,{'US'},{'Washington'},85.0,85.0,85.0,85.0,,95,95,95.0,95.0,,{'Ice Wine'},{'Riesling'},1
Poggi Wines,{'US'},{'California'},75.0,75.0,75.0,75.0,,91,91,91.0,91.0,,{'Twin Palms Vineyard'},{'Cabernet Sauvignon'},1
Poggio Al Mulino,{'Italy'},{'Tuscany'},32.0,32.0,32.0,32.0,,91,91,91.0,91.0,,{'Pancarta'},{'Sangiovese'},1
Poggio Alloro,{'Italy'},{'Tuscany'},23.0,29.0,25.666666666666668,25.0,3.0550504633038935,85,86,85.66666666666667,86.0,0.5773502691896278,"{'Le Mandorle', 'Le Mandorle Riserva', 'Il Nicchiaio'}",{'Vernaccia'},3
Poggio Antico,{'Italy'},{'Tuscany'},52.0,140.0,94.2,94.0,28.130309022730014,84,94,91.73333333333333,93.0,2.73774324859693,"{'Riserva', 'Madre', 'Lemartine', 'Altero'}","{'Red Blend', 'Sangiovese Grosso', 'Sangiovese'}",15
Poggio Argentiera,{'Italy'},{'Tuscany'},14.0,60.0,30.545454545454547,32.0,16.219516863110545,88,91,89.36363636363636,89.0,1.1200649331826504,"{'Finisterre', 'Capatosta', 'Bellamarsilia'}","{'Red Blend', 'Sangiovese'}",11
Poggio Borgoni,{'Italy'},{'Tuscany'},45.0,56.0,50.5,50.5,7.7781745930520225,88,88,88.0,88.0,0.0,"{'Curva del Vescovo', 'Borromeo Riserva'}",{'Red Blend'},2
Poggio Mandorlo,{'Italy'},{'Tuscany'},22.0,90.0,44.4,25.0,29.904849105120057,88,91,89.2,89.0,1.3038404810405295,"{'Ombre', 'La Querce', 'Il Guardiano', 'Poggiomandorlo'}",{'Red Blend'},5
Poggio Nardone,{'Italy'},{'Tuscany'},20.0,90.0,69.0,85.0,30.083217912982647,86,95,89.4,88.0,3.4351128074635326,"{'Riserva', 'Rasne'}",{'Sangiovese'},5
Poggio Nicchiaia,{'Italy'},{'Tuscany'},10.0,10.0,10.0,10.0,,85,85,85.0,85.0,,{'Filetto'},{'Sangiovese'},1
Poggio Scalette,{'Italy'},{'Tuscany'},60.0,75.0,68.33333333333333,70.0,7.52772652709081,90,93,91.16666666666667,91.0,1.3291601358251266,"{'Il Carbonaione', 'Capogatto'}","{'Red Blend', 'Sangiovese'}",6
Poggio Stenti,{'Italy'},{'Tuscany'},27.0,43.0,31.0,29.0,6.0,88,90,88.66666666666667,88.5,0.816496580927725,"{'Tribulo', 'Pian di Staffa Riserva', 'Tribolo'}",{'Sangiovese'},6
Poggio Verrano,{'Italy'},{'Tuscany'},22.0,49.0,35.25,39.5,10.375107572592063,87,93,88.625,88.0,1.9226098333849662,"{'Poggio Verrano 3', '3', ""Dròmos L'Altro"", 'Chance', 'Dròmos'}","{'Red Blend', 'Sangiovese'}",8
Poggio al Casone,{'Italy'},{'Tuscany'},17.0,30.0,23.5,23.5,9.192388155425117,85,86,85.5,85.5,0.7071067811865476,"{'Casone', 'La Cattura'}",{'Red Blend'},2
Poggio al Chiuso,{'Italy'},{'Tuscany'},25.0,25.0,25.0,25.0,0.0,85,87,86.0,86.0,1.4142135623730951,"{'Le Cappelle', 'Voltaccia 49'}","{'Merlot', 'Red Blend'}",2
Poggio al Tesoro,{'Italy'},{'Tuscany'},20.0,90.0,38.54545454545455,25.0,23.060432558465806,87,95,89.95454545454545,90.0,2.439306551095299,"{'Solosole', 'Dedicato a Walter', 'Cassiopea', 'Mediterra', 'Sondraia'}","{'Red Blend', 'Rosato', 'Cabernet Franc', 'Vermentino'}",22
Poggio al Tufo,{'Italy'},{'Tuscany'},18.0,18.0,18.0,18.0,,87,87,87.0,87.0,,{'Rompicollo'},{'Red Blend'},1
Poggio al Vento,{'Italy'},{'Tuscany'},25.0,25.0,25.0,25.0,,85,85,85.0,85.0,,{'Orcia'},{'Sangiovese'},1
Poggio alla Sala,{'Italy'},{'Tuscany'},40.0,40.0,40.0,40.0,,88,88,88.0,88.0,,{'Riserva'},{'Sangiovese'},1
Poggio alle Querce,{'Italy'},{'Tuscany'},23.0,23.0,23.0,23.0,,86,86,86.0,86.0,,{'Il Guado'},{'Red Blend'},1
Poggio di Bortolone,{'Italy'},{'Sicily & Sardinia'},40.0,40.0,40.0,40.0,0.0,86,86,86.0,86.0,0.0,{'Para Para'},{'Red Blend'},2
Poggio di Sotto,{'Italy'},{'Tuscany'},200.0,550.0,331.8,259.0,159.393224448218,90,97,93.6,93.0,2.6076809620810586,"{'Il Decennale', 'Riserva'}","{'Sangiovese Grosso', 'Sangiovese'}",5
Poggio il Castellare,{'Italy'},{'Tuscany'},135.0,135.0,135.0,135.0,,93,93,93.0,93.0,,{'Pian Bossolino Riserva'},{'Sangiovese Grosso'},1
Poggioventoso,{'Italy'},{'Tuscany'},19.0,40.0,33.0,40.0,12.12435565298214,87,87,87.0,87.0,0.0,"{'Poetico', 'Fuochi'}","{'Red Blend', 'White Blend'}",3
Point & Line,{'US'},{'California'},25.0,55.0,42.333333333333336,42.0,10.250203250017371,90,93,91.83333333333333,92.0,1.1690451944500129,"{'Vogelzang Vineyard', 'Reserve', 'Gold Coast Vineyard', 'Sierra Madre Vineyard', 'John Sebastiano Vineyard'}","{'Pinot Noir', 'Chardonnay', 'Sauvignon Blanc'}",6
Point Concepción,{'US'},{'California'},20.0,20.0,20.0,20.0,,89,89,89.0,89.0,,{'Salsipuedes'},{'Pinot Noir'},1
Poissinet,{'France'},{'Champagne'},49.0,53.0,51.0,51.0,2.0,88,90,89.0,89.0,1.0,"{'Séduction Brut Rosé', ""Cuvée Carte d'Or Brut"", 'Constance Brut'}","{'Champagne Blend', 'Pinot Meunier'}",3
Pojer & Sandri,{'Italy'},{'Northeastern Italy'},19.0,32.0,25.5,25.5,9.192388155425117,86,90,88.0,88.0,2.8284271247461903,"{'Palai', 'Besler Biank'}","{'Müller-Thurgau', 'White Blend'}",2
Pol Roger,{'France'},{'Champagne'},50.0,305.0,115.19047619047619,103.0,70.49937520830879,90,98,92.95238095238095,93.0,2.2688364964490164,"{'Rich Demi-Sec', 'Pure Extra Brut', 'Cuvée Sir Winston Churchill Brut', 'Extra Cuvée de Réserve Rich', 'Extra Cuvée de Réserve Brut Rosé', 'Extra Cuvée de Réserve Vintage Brut', 'Extra Cuvée de Réserve White Foil Brut', 'Vintage Brut', 'Réserve Brut', 'Pure Brut Nature', 'Rosé Brut', 'Blanc de Blancs Brut', 'Extra Cuvée de Réserve Blanc de Blancs Brut'}","{'Champagne Blend', 'Chardonnay'}",21
Poliziano,{'Italy'},{'Tuscany'},27.0,70.0,55.875,60.0,13.642763649642253,89,93,90.625,90.5,1.4078859531733592,"{'Asinone', 'In Violas', 'Le Stanze'}","{'Merlot', 'Red Blend', 'Sangiovese'}",8
Polkura,{'Chile'},"{'Colchagua Valley', 'Marchigue', 'Leyda Valley'}",14.0,40.0,30.2,35.0,11.867790208983493,82,93,89.0,89.0,3.3333333333333286,"{'Lote D', 'Secano Dry Farmed', 'GSM+T', 'Aylin', 'Block g+i', 'Block G+I', 'Block G + I'}","{'Syrah', 'Red Blend', 'Sauvignon Blanc'}",10
Poll-Fabaire,{'Luxembourg'},{'Moselle Luxembourgeoise'},26.0,30.0,28.0,28.0,2.8284271247461903,88,89,88.5,88.5,0.7071067811865476,"{'Poll on Ice Crémant de Luxembourg Demi-Sec', 'Cuvée Brut Crémant de Luxembourg'}",{'Sparkling Blend'},2
Pollak,{'US'},{'Virginia'},20.0,50.0,27.7,26.0,9.06825966397816,84,87,86.3,86.5,0.9486832980505132,"{'Estate Grown', 'Reserve'}","{'Petit Verdot', 'Merlot', 'Meritage', 'Pinot Gris', 'Cabernet Franc', 'Viognier', 'Chardonnay'}",10
Polz,{'Austria'},{'Südsteiermark'},20.0,24.0,22.0,22.0,2.8284271247461903,90,90,90.0,90.0,0.0,"{'Steirische Klassik', 'Therese'}",{'Sauvignon Blanc'},2
Pomar Junction,{'US'},{'California'},15.0,54.0,33.111111111111114,34.0,13.642254619787417,81,89,85.55555555555556,88.0,3.4318767136623327,"{'Pomar Junction Vineyard', 'Brooster Fighting Red', 'Estate', 'The Crossing', 'Train Wreck', 'Estate Reserve'}","{'Cabernet Sauvignon', 'Grenache Blanc', 'Red Blend', 'G-S-M', 'Zinfandel', 'Viognier'}",9
