winery,country,provinces,min_price,max_price,mean_price,median_price,price_std_dev,min_score,max_score,mean_score,median_score,score_std_dev,designations,varieties,num_wines
Beyerskloof,{'South Africa'},"{'Coastal Region', 'Stellenbosch'}",11.0,100.0,39.25,23.0,41.290636549545546,86,92,88.0,87.0,2.8284271247461916,"{'Chenin Blanc-Pinotage', 'Synergy Cape Blend', 'Faith', 'Reserve'}","{'Red Blend', 'White Blend', 'Pinotage'}",4
Bialla,{'US'},{'California'},125.0,125.0,125.0,125.0,0.0,88,92,90.0,90.0,2.8284271247461903,{'Vita'},{'Cabernet Sauvignon'},2
Bianca Vigna,{'Italy'},{'Veneto'},12.0,24.0,17.166666666666668,17.0,3.9707262140150967,86,87,86.5,86.5,0.5477225575051661,"{'Brut Millesimato', 'Millesimo Extra Dry', 'Millesimato Brut', 'Extra Dry'}","{'Glera', 'Prosecco'}",6
BiancaVigna,{'Italy'},{'Veneto'},15.0,23.0,21.166666666666668,23.0,3.2506409624359724,87,93,89.5,89.0,2.1679483388678804,"{'Rive di Soligo Dosaggio Zero', 'Organic', 'Rive di Ogliano Brut Nature', 'Brut'}",{'Glera'},6
Bianchi,{'US'},{'California'},13.0,30.0,19.275,19.0,4.144737163421361,82,92,86.025,86.0,2.536780717810746,"{'Heritage Selection', 'Syranot Pinot Noir-Syrah-Petite Sirah', 'El Camino Vineyard Signature Selection', 'Signature Series San Lucas Vineyard', 'Signature Selection El Camino Vineyard', 'Signture Selection', 'Signature Selection Plummer Vineyard', 'El Camino Vineyard', 'Plummer Vineyard', 'Los Alamos Vineyard', 'Garey Vineyard Signature Selection', 'Heritage Selection Zen Ranch', 'Geste', 'Lakeside Ranch', 'Signature Selection Los Alamos Vineyard', 'Zen Ranch', 'Signature Selection'}","{'Merlot', 'Cabernet Sauvignon', 'Petite Sirah', 'Pinot Noir', 'Syrah', 'Red Blend', 'G-S-M', 'Sauvignon Blanc', 'Zinfandel', 'Chardonnay', 'Cabernet Franc', 'Pinot Grigio'}",40
Bibbiano,{'Italy'},{'Tuscany'},25.0,40.0,30.0,25.0,7.0710678118654755,87,89,88.6,89.0,0.8944271909999153,"{'Montornello Riserva', 'San Lorenzo a Bibbiano', 'Montornello', 'Vigna del Capannino Gran Selezione'}","{'White Blend', 'Sangiovese'}",5
Bibi Graetz,{'Italy'},{'Tuscany'},22.0,98.0,46.0,35.0,30.240701050074883,86,96,89.4,88.0,3.9749213828703596,"{'Testamatta Soffocone di Vincigliata', 'Testamatta Cicala del Giglio', 'Testamatta', 'Grilli del Testamatta', 'Testamatta Gigliese'}","{'Red Blend', 'Ansonica', 'Sangiovese'}",5
Bibich,{'Croatia'},"{'North Dalmatia', 'Croatia'}",19.0,50.0,27.0,20.0,11.789826122551595,83,91,87.85714285714286,88.0,2.4784787961282086,"{'R6 Riserva', 'G6', 'P9', 'Lucica', 'Ambra', 'Riserva R5', 'Riserva R6'}","{'Grenache', 'Red Blend', 'White Blend', 'Debit', 'Posip'}",7
Biecher & Schaal,{'France'},{'Alsace'},30.0,50.0,37.916666666666664,35.0,8.649312461728162,87,95,92.41666666666667,93.0,2.539088359425425,"{'Schoenenbourg Grand Cru', 'Kastelberg Grand Cru', 'Steinert Grand Cru', 'Schlossberg Grand Cru', 'Rosacker Grand Cru', 'Sommerberg', 'Rangen de Thann Grand Cru', 'Wiebelsberg Grand Cru', 'Sommerberg Grand Cru', 'Altenberg de Bergheim Grand Cru'}","{'Gewürztraminer', 'Riesling', 'Alsace white blend'}",12
Bieler Family,{'US'},{'Washington'},13.0,13.0,13.0,13.0,,87,87,87.0,87.0,,{'Daisy'},{'Pinot Grigio'},1
Bieler Père et Fils,{'France'},{'Rhône Valley'},15.0,15.0,15.0,15.0,,88,88,88.0,88.0,,{'La Jassine'},{'Rhône-style Red Blend'},1
Bien Nacido,{'US'},{'California'},43.0,52.0,49.0,52.0,5.196152422706632,90,96,93.0,93.0,3.0,{'Bien Nacido Vineyard'},"{'Syrah', 'Pinot Noir', 'Chardonnay'}",3
Big Basin,{'US'},{'California'},36.0,59.0,48.525,48.0,6.021276378872608,90,95,92.275,92.0,1.2400889132721553,"{'Coastview Vineyard', 'Old Corral', 'Gabilan Mountains', 'Grizzly', 'Homestead Block', 'Lester Family Vineyard', 'Homestead', 'Coast Grade Vineyard', 'Paderewski Vineyard', 'Rattlesnake Rock', 'Alfaro Family Vineyard', 'Alfaro Family Vineyards', 'Woodruff Family Vineyard', 'Alfaro Family VIneyard', 'Odeon'}","{'Syrah-Cabernet Sauvignon', 'Grenache-Syrah', 'Pinot Noir', 'Rhône-style Red Blend', 'Grenache', 'Red Blend', 'Roussanne', 'G-S-M', 'Syrah', 'Chardonnay'}",40
Big Guy,{'US'},{'California'},20.0,20.0,20.0,20.0,,88,88,88.0,88.0,,{'Big Guy'},{'Red Blend'},1
Big House,{'US'},{'California'},10.0,15.0,11.375,10.0,2.065879266282796,82,89,85.0,84.5,2.507132682112035,"{'Red', 'The Slammer', 'The Prodigal Son', 'The Birdman', 'Unchained Naked', 'White'}","{'Petite Sirah', 'Syrah', 'Red Blend', 'White Blend', 'Pinot Grigio', 'Chardonnay'}",8
Big Sky,{'New Zealand'},{'Martinborough'},30.0,30.0,30.0,30.0,,90,90,90.0,90.0,,{'Te Muna Road'},{'Pinot Noir'},1
Big Smooth,{'US'},{'California'},18.0,18.0,18.0,18.0,,89,89,89.0,89.0,,{'Old Vine'},{'Zinfandel'},1
Big Table Farm,{'US'},{'Oregon'},28.0,85.0,43.75,48.0,15.725630497549362,88,94,90.33333333333333,90.0,1.8257418583505542,"{'Wirtz Vineyard', 'Laughing Pig Pinot Noir', 'Pelos Sandberg Vineyard', 'Cattrall Brothers Vineyard', 'Wirtz Vineyard Edelzwicker', 'Sunnyside Vineyard', 'Elusive Queen'}","{'Edelzwicker', 'Pinot Noir', 'Rosé', 'White Blend', 'Pinot Gris', 'Chardonnay'}",12
Bigi,{'Italy'},{'Central Italy'},11.0,15.0,12.8,12.5,1.2292725943057181,83,87,85.8,86.0,1.2292725943057168,"{'Secco', 'Vipra Rossa', 'Amabile', 'Vipra Bianca'}","{'Red Blend', 'White Blend'}",10
Billecart-Salmon,{'France'},{'Champagne'},50.0,260.0,98.8,80.0,60.422559646920895,90,95,92.13333333333334,92.0,1.9952324127660872,"{'Cuvée Elisabeth Salmon Brut Rosé', 'Brut Sous Bois', 'Vintage Extra Brut', 'Brut Blanc de Blancs', 'Brut Réserve', 'Grand Cru Blanc de Blancs Brut', 'Brut Rosé', 'Extra Brut'}","{'Champagne Blend', 'Chardonnay'}",15
Billsboro,{'US'},{'New York'},13.0,34.0,19.16,17.0,5.2573757712379665,85,90,87.48,87.0,1.3576941236277535,"{'Sawmill Creek Vineyards Rosé of', 'Leidenfrost Vineyards Dry', 'Sawmill Creek Vineyards Dry', 'Dry', 'Atwater Vineyards', 'Sawmill Creek Vineyards', 'Sawmill Creek Vineyard', 'Leidenfrost Vineyards'}","{'Cabernet Sauvignon', 'Riesling', 'Cabernet-Syrah', 'Pinot Noir', 'Rosé', 'Syrah', 'Pinot Gris', 'Cabernet Franc', 'Sauvignon Blanc', 'Chardonnay'}",25
Biltmore Estate,{'US'},"{'America', 'California', 'North Carolina'}",15.0,30.0,24.545454545454547,25.0,3.5032452487268526,82,90,87.0909090909091,87.0,2.4679767200905864,"{'Blanc de Noir Brut', 'Reserve', 'Blanc de Noir', 'Blanc de Blancs', 'Brut', 'Château Reserve Méthode Champenoise Blanc de Blancs Brut'}","{'Cabernet Sauvignon', 'Sparkling Blend', 'Pinot Noir', 'Cabernet Franc', 'Chardonnay'}",11
Bindella,{'Italy'},{'Tuscany'},18.0,75.0,39.44444444444444,40.0,17.882331441335545,83,91,88.33333333333333,89.0,2.3452078799117118,"{'Occhio di Pernice Dolce Sinfonia', 'Vallocaia Riserva', 'Fossolupaio', 'Vallocaia', 'Dolce Sinfonia', 'I Quadri'}","{'Red Blend', 'White Blend', 'Sangiovese'}",9
Bindi Sergardi,{'Italy'},{'Tuscany'},15.0,60.0,33.3,24.5,18.90943327195891,84,92,87.8,88.0,2.25092573548455,"{'La Girlanda', 'Mocenni Gran Selezione', 'La Ghirlanda', 'Calidonia', 'Al Canapo', 'Riserva', 'Mocenni 89 Gran Selezione'}","{'Red Blend', 'Sangiovese'}",10
Bink,{'US'},{'California'},18.0,49.0,26.22222222222222,22.0,9.601793813889383,83,91,88.0,89.0,2.692582403567252,"{'Melange', 'Thomas T Thomas Vineyard Reserve', 'Lumineux', 'Randle Hill Vineyard', 'Hawks Butte Vineyard'}","{'Merlot', 'Pinot Noir', 'Rosé', 'Syrah', 'Red Blend', 'Sauvignon Blanc'}",9
Binomio,{'Italy'},{'Central Italy'},20.0,50.0,35.0,35.0,21.213203435596427,88,89,88.5,88.5,0.7071067811865476,"{'Riserva', 'Superiore'}",{'Montepulciano'},2
Binyamina,{'Israel'},"{'Galilee', 'Samson', 'Upper Galilee', 'Judean Hills'}",14.0,60.0,23.59090909090909,20.0,12.628988161818112,81,91,87.5,88.0,2.6140645235596884,"{'Reserve Kosher', 'Reserve Late Harvest Cluster Select', 'The Chosen Diamond', 'Reserve', 'Reserve Unoaked Kosher', 'Yogev', 'Late Harvest Cluster Select Reserve', 'The Chosen Ruby', 'Reserve Unoaked', 'Yogev Kosher'}","{'Merlot', 'Cabernet Sauvignon-Shiraz', 'Cabernet Sauvignon', 'Gewürztraminer', 'Shiraz', 'Red Blend', 'Syrah', 'Sauvignon Blanc', 'Bordeaux-style Red Blend', 'Cabernet Sauvignon-Merlot', 'Chardonnay'}",22
Binz,{'Germany'},{'Rheinhessen'},14.0,14.0,14.0,14.0,0.0,86,89,87.66666666666667,88.0,1.5275252316519452,{'Nackenheimer Kabinett Trocken'},"{'Riesling', 'Pinot Gris'}",3
Biokult,{'Austria'},"{'Austria', 'Österreichischer Sekt'}",14.0,16.0,14.666666666666666,14.0,1.1547005383792515,88,90,89.33333333333333,90.0,1.1547005383792526,"{'Rosé Secco', 'Made With Organic Grapes', 'Rosé'}","{'Zweigelt', 'Pinot Noir', 'Grüner Veltliner'}",3
Biondi,{'Italy'},{'Sicily & Sardinia'},29.0,60.0,44.4,45.0,10.553567064162609,88,95,91.9,92.0,2.1832697191750428,"{'San Nicolò', 'Chianta', 'Contrada Monte San Nicolò', 'Chianta Bianco', 'Cisterna Fuori', 'Outis Bianco', 'Outis Rosso'}","{'Nerello Mascalese', 'Red Blend', 'White Blend', 'Carricante'}",10
Biondi Santi,{'Italy'},{'Tuscany'},30.0,900.0,477.14285714285717,540.0,322.94036011387027,87,100,94.28571428571429,94.0,3.9460649476951812,"{'Riserva', 'Sassoalloro', 'Il Greppo'}","{'Sangiovese Grosso', 'Sangiovese'}",7
Bird,{'New Zealand'},{'Marlborough'},20.0,30.0,22.2,20.0,4.3817804600413295,88,91,89.0,89.0,1.2247448713915898,"{'Old Schoolhouse Vineyard', 'Big Barrel', 'Manu'}","{'Pinot Noir', 'Pinot Gris', 'Sauvignon Blanc'}",5
Birdland,{'US'},{'California'},19.0,19.0,19.0,19.0,,88,88,88.0,88.0,,{'Barn Owl Zin'},{'Zinfandel'},1
Birichino,{'US'},{'California'},16.0,23.0,19.833333333333332,20.5,2.48327740429189,85,90,88.0,88.5,1.7888543819998328,"{'Vieilles Vignes', 'Jurassic Park Vineyard Old Vines', 'Vieilles Vignes Besson Vineyard', 'Vin Gris', 'Besson Vineyard Old Vines', 'Saint Georges'}","{'Pinot Noir', 'Chenin Blanc', 'Grenache', 'Rosé'}",6
Bisceglia,{'Italy'},{'Southern Italy'},13.0,45.0,27.88888888888889,25.0,14.41738919191374,85,92,88.88888888888889,89.0,2.472066162365223,"{'Terra di Vulcano', 'Gudarrà Riserva', 'Terre del Vulcano', 'Terra di Vulcano Dry', 'Gudarrà'}","{'Moscato', 'Aglianico'}",9
Bischöfliche Weingüter Trier,{'Germany'},{'Mosel'},17.0,30.0,22.821428571428573,23.0,4.513794260302371,87,93,89.85714285714286,90.0,1.2682529749484552,"{'Piesporter Goldtröpfchen Kabinett', 'Scharzhoferger Spätlese', 'Off-Dry', 'Scharzhofberger Spätlese', 'Scharzhofberger Kabinett', 'Dom Off-Dry', 'Dom Kabinett', 'Dom Spätlese', 'Dom', 'Ayler  Kupp Spätlese', 'Ayler Kupp Kabinett', 'Ayer Kupp Spätlese', 'Dom Dry', 'Scharzhofberger Brut', 'Feinherb'}",{'Riesling'},28
Bishop Creek Cellars,{'US'},{'Oregon'},40.0,40.0,40.0,40.0,,88,88,88.0,88.0,,{'Whole Cluster Reserve'},{'Pinot Noir'},1
Bishop's Peak,{'US'},{'California'},28.0,28.0,28.0,28.0,,91,91,91.0,91.0,,{'Elevation'},{'Bordeaux-style Red Blend'},1
Bisol,{'Italy'},{'Veneto'},12.0,75.0,35.75,32.5,19.103251307730726,86,93,89.4,90.0,1.930366749991743,"{'Jeio', 'Private Noso Brut', 'Eliseo Bisol Cuvée del Fondatore Talento', 'Belstar Brut', 'Desiderio Jeio Brut', 'Cartizze', 'Molera Extra Dry', 'Dry', 'Noso Dosaggio Zero', 'Brut Crede', 'Cartizze Dry', 'Private Brut', 'Crede Brut', 'Crede', 'Private'}","{'Sparkling Blend', 'White Blend', 'Glera', 'Prosecco'}",20
Bitner,{'US'},{'Idaho'},19.0,33.0,26.333333333333332,27.0,7.023769168568493,85,90,87.33333333333333,87.0,2.516611478423583,"{'Reserve Late Harvest', 'Petit Verdot-Merlot', 'Erletxe'}","{'Red Blend', 'Riesling', 'Tempranillo'}",3
Biutiful,{'Spain'},{'Catalonia'},14.0,15.0,14.333333333333334,14.0,0.5163977794943223,83,88,85.66666666666667,85.5,2.065591117977289,"{'Brut Rose', 'Brut', 'Brut Nature'}","{'Sparkling Blend', 'Macabeo-Chardonnay', 'Garnacha'}",6
Bizoe,{'South Africa'},{'Western Cape'},26.0,30.0,28.666666666666668,30.0,2.309401076758503,90,92,91.0,91.0,1.0,"{'Estalét', 'Henrietta'}","{'Syrah', 'Semillon-Sauvignon Blanc'}",3
Bjornstad,{'US'},{'California'},30.0,50.0,41.875,40.0,6.551081335677848,90,96,92.5,92.0,1.8618986725025248,"{'Barbed Oak Vineyard', 'Porter-Bass Vineyard', 'Ritchie Vineyard', 'Hellenthal Vineyard', 'van der Kamp Vineyard', 'Keefer Ranch', 'Van der Kamp Vineyard'}","{'Pinot Noir', 'Pinot Meunier', 'Chardonnay'}",16
Björnson,{'US'},{'Oregon'},35.0,35.0,35.0,35.0,0.0,88,89,88.33333333333333,88.0,0.5773502691896247,{'Estate'},"{'Pinot Noir', 'Chardonnay'}",3
Black & White,{'US'},{'California'},24.0,24.0,24.0,24.0,,86,86,86.0,86.0,,{'Topanga Vineyards'},{'Cabernet Sauvignon'},1
Black Bart,{'US'},{'California'},65.0,65.0,65.0,65.0,,83,83,83.0,83.0,,{'Stagecoach Vineyard'},{'Syrah'},1
Black Box,{'US'},{'California'},25.0,25.0,25.0,25.0,0.0,84,85,84.33333333333333,84.0,0.5773502691896278,"{'3 L', 'Red Elegance', 'Sweet'}","{'Red Blend', 'Pinot Grigio'}",3
Black Cat,{'US'},{'California'},48.0,48.0,48.0,48.0,,92,92,92.0,92.0,,{'Family Cuvée'},{'Red Blend'},1
Black Cordon,{'US'},{'California'},55.0,175.0,96.66666666666667,60.0,67.88470618138767,92,93,92.33333333333333,92.0,0.5773502691896247,"{'The Black Cordon Vineyard', 'Reserve'}","{'Cabernet Sauvignon', 'Chardonnay'}",3
Black Coyote,{'US'},{'California'},85.0,106.0,100.75,106.0,10.5,87,97,91.0,90.0,4.898979485566357,{'Reserve'},{'Cabernet Sauvignon'},4
Black Elephant,{'South Africa'},{'Franschhoek'},18.0,18.0,18.0,18.0,,86,86,86.0,86.0,,{'Two Dogs A Peacock And A Horse'},{'Sauvignon Blanc'},1
Black Hills,{'Canada'},{'British Columbia'},60.0,60.0,60.0,60.0,0.0,92,92,92.0,92.0,0.0,{'Nota Bene'},{'Bordeaux-style Red Blend'},2
Black Kite,{'US'},{'California'},45.0,85.0,56.0,55.0,10.320504857458305,85,95,91.625,92.0,1.9439254496626537,"{""Redwood's Edge"", 'Angel Hawk', ""Kite's Rest Vineyard Redwoods' Edge"", 'Stony Terrace', ""Kite's Rest Vineyard River Turn"", ""Redwoods' Edge"", 'Sierra Mar Vineyard', ""Gap's Crown Vineyard"", 'Soberanes Vineyard', ""Kite's Rest Vineyard Stony Terrace"", 'River Turn', ""Kite's Rest Vineyard"", ""Kite's Rest""}","{'Pinot Noir', 'Chardonnay'}",40
Black Pearl,{'South Africa'},{'Paarl'},17.0,18.0,17.5,17.5,0.7071067811865476,87,89,88.0,88.0,1.4142135623730951,{'Oro'},"{'Red Blend', 'Cabernet Sauvignon-Shiraz'}",2
Black Ridge,{'US'},{'California'},32.0,60.0,47.77777777777778,49.0,6.073622386096197,87,93,90.22222222222223,91.0,1.8647048514460753,"{'Estate', 'San Andreas Red', 'Barn Block Reserve', 'San Andreas', 'Estate Grown', ""Cheryl's""}","{'Pinot Noir', 'Viognier', 'Chardonnay', 'Bordeaux-style Red Blend'}",18
Black Rock,{'South Africa'},{'Swartland'},24.0,24.0,24.0,24.0,0.0,89,89,89.0,89.0,0.0,{'Red Blend'},{'Rhône-style Red Blend'},2
Black Saint Peter,{'US'},{'California'},16.0,17.0,16.5,16.5,0.7071067811865476,86,91,88.5,88.5,3.5355339059327378,{'Old Vine'},{'Zinfandel'},2
Black Stallion,{'US'},{'California'},19.0,150.0,61.60606060606061,45.0,42.48451143794892,85,94,90.06060606060606,90.0,2.1928775891992096,"{'Limited Release', 'Estate', 'Barrel Reserve', 'Black Label', 'Bucephalus', 'Monte Rosso Vineyard', 'Limited Release Black Sears Vineyard', 'Poseidon Vineyard Limited Release', 'Limited Release Monte Rosso Vineyard', 'Syrah', 'Gaspare Vineyard', 'Limited Release Syrah', 'Limited Release Monte Rosso', 'Transcendent', 'Limited Release Stagecoach Vineyard'}","{'Merlot', 'Cabernet Sauvignon', 'Rosé', 'Red Blend', 'Syrah', 'Zinfandel', 'Pinot Grigio', 'Sauvignon Blanc', 'Viognier', 'Chardonnay'}",33
Black Star Farms,{'US'},{'Michigan'},16.0,48.0,25.428571428571427,23.0,10.906529280774015,85,89,86.42857142857143,86.0,1.6183471874253739,"{'Arcturos', 'Arcturos Dry', 'Leorie Vineyard'}","{'Riesling', 'Merlot-Cabernet Franc', 'Pinot Noir', 'Pinot Gris', 'Cabernet Franc', 'Pinot Blanc'}",7
Black's Station,{'US'},{'California'},12.0,12.0,12.0,12.0,,88,88,88.0,88.0,,{'Estate Bottled'},{'Chardonnay'},1
Blackbird Vineyards,{'US'},{'California'},25.0,150.0,90.7,125.0,44.5190002056464,84,95,90.93333333333334,91.0,2.4904414971194786,"{'Arriviste', 'Arise Proprietary', 'Dissonance', 'Illustration', 'Contrarian', 'Denary Cuvée', 'Paramour', 'Arise'}","{'Red Blend', 'Sauvignon Blanc-Semillon', 'Rosé', 'Bordeaux-style Red Blend'}",30
Blackett,{'Portugal'},{'Port'},17.0,70.0,50.666666666666664,65.0,29.26317367158479,87,92,90.0,91.0,2.6457513110645907,"{'Vintage', 'Tawny Reserve', '20 Years Tawny'}",{'Port'},3
Blackjack,{'US'},{'California'},32.0,75.0,53.0,48.0,17.014699527173555,89,93,91.0,91.0,1.581138830084189,"{'Burning Creek Vineyard Special Selection', 'Harmonie', 'Black Cap Reserve', 'Billy Goat Hill'}","{'Merlot', 'Cabernet Sauvignon', 'Pinot Noir', 'Bordeaux-style Red Blend', 'Chardonnay'}",5
Blackstone,{'US'},{'California'},15.0,23.0,19.5,20.0,3.3166247903554,84,89,86.25,86.0,2.217355782608347,"{'Sonoma Reserve', 'Rubric Sonoma Reserve'}","{'Red Blend', 'Cabernet Sauvignon', 'Merlot', 'Chardonnay'}",4
Blair,{'US'},{'California'},22.0,2013.0,261.44444444444446,45.0,657.0015432080642,86,94,90.55555555555556,91.0,2.185812841434001,"{""Delfina's Vineyard The Reserve"", ""Delfina's Vineyard"", 'Roger Rose Vineyard', ""Defina's Vineyard"", 'Rose of'}","{'Pinot Noir', 'Chardonnay'}",9
Blair Fox,{'US'},{'California'},29.0,45.0,39.5,40.5,6.058052492344385,89,93,91.66666666666667,92.5,1.7511900715418267,"{'Fox Family Vineyard', 'Paradise Road Vineyard', 'Thompson Vineyard', 'Tierra Alta Vineyard'}","{'Petite Sirah', 'Syrah', 'Viognier'}",6
Blakeslee,{'US'},{'Oregon'},28.0,75.0,42.125,38.0,14.903858560788882,88,92,90.125,90.0,1.4577379737113252,"{'Rosé of', 'Estate', 'Reserve', 'Estate Reserve Sheila', 'Estate Reserve'}","{'Pinot Noir', 'Chardonnay'}",8
Blanc de Bleu,{'US'},{'California'},20.0,20.0,20.0,20.0,0.0,81,84,82.5,82.5,2.1213203435596424,"{'Cuvée Mousseux Brut', 'Cuvée Mousseux'}",{'Sparkling Blend'},2
Blanchard & Lurton,{'Argentina'},{'Mendoza Province'},30.0,30.0,30.0,30.0,0.0,87,87,87.0,87.0,0.0,{'Gran Vin'},{'White Blend'},2
Blanchard Family,{'US'},{'California'},25.0,35.0,27.75,25.5,4.856267428111154,86,88,86.5,86.0,1.000000000000001,"{'Jackson James', 'Cash Allen', 'Red Scarf Blend'}","{'Red Blend', 'Cabernet Sauvignon', 'Zinfandel'}",4
Blanco Nieva,{'Spain'},{'Northern Spain'},24.0,33.0,29.166666666666668,30.0,2.9944392908634274,88,92,89.83333333333333,89.5,1.8348478592697182,{'Pie Franco'},{'Verdejo'},6
Blandy's,{'Portugal'},{'Madeira'},50.0,50.0,50.0,50.0,0.0,92,95,93.66666666666667,94.0,1.5275252316519452,"{'Colheita Single Harvest', 'Colheita'}","{'Bual', 'Sercial'}",3
Blanville,{'France'},{'Languedoc-Roussillon'},18.0,28.0,23.666666666666668,25.0,5.131601439446885,85,89,87.66666666666667,89.0,2.309401076758505,"{'Helios', 'Riva', 'Solal'}","{'Rhône-style Red Blend', 'White Blend', 'Rosé'}",3
Blason,{'Italy'},{'Northeastern Italy'},8.0,15.0,11.5,11.5,4.949747468305833,86,87,86.5,86.5,0.7071067811865476,"{'Rosato', 'Venc'}","{'White Blend', 'Rosé'}",2
Bleasdale,{'Australia'},{'South Australia'},10.0,27.0,17.125,17.0,5.356904756613521,81,90,87.625,88.0,2.9730936268953445,"{'Langhorne Crossing LX Verdelho-Sauvignon Blanc-Chardonnay', 'The Broad-side', 'Bremerview', 'Langhorne Crossing', ""Potts' Catch"", 'Frank Potts Red Wine'}","{'Shiraz', 'Red Blend', 'White Blend', 'Verdelho', 'Cabernet Blend'}",8
Blessing,{'US'},{'California'},40.0,40.0,40.0,40.0,,90,90,90.0,90.0,,{'Split Rock Vineyard'},{'Pinot Noir'},1
Bliss,{'US'},{'California'},14.0,14.0,14.0,14.0,0.0,86,90,88.0,88.0,1.8257418583505545,{'Estate Bottled'},"{'Sauvignon Blanc', 'Chardonnay', 'Rosé'}",4
Block Nine,{'US'},{'California'},13.0,15.0,14.0,14.0,1.0,82,91,86.0,85.0,4.58257569495584,"{""Caiden's Vineyards""}",{'Pinot Noir'},3
Block Wines,{'US'},{'Washington'},20.0,55.0,39.285714285714285,40.0,13.363062095621219,88,93,90.57142857142857,92.0,2.1491969707422394,"{'Golden Block Boushey Vineyard', 'Farmhouse Block Marchant Vineyard Extra Brut Rosé', 'Tauro Block Boushey Vineyard', 'Boushey Vineyard Golden Block', 'Discovery Vineyard Block 1', 'Ankleroller Block Stoney Vine Vineyard'}","{'Cabernet Sauvignon', 'Pinot Noir', 'Grenache', 'Syrah', 'Sémillon'}",7
Bloomer Creek,{'US'},{'New York'},16.0,60.0,27.076923076923077,23.0,11.89595923638973,83,90,88.15384615384616,88.5,1.9736728744613723,"{'Tanzen Dame Morehouse Road Dry', 'Unfined & Unfiltered', 'Tanzen Dame Auten Vineyard 2nd Harvest', ""Vin d'été Unfined & Unfiltered"", 'Late Harvest Lot 1', 'Tanzen Dame Dry', 'Tanzen Dame Auten Vineyard 2nd Clone 239 Dry', 'Dry Wild Yeast', 'Tanzen Dame Auten Vineyard 1st Harvest', 'Tanzen Dame Auten Vineyard First Harvest', ""Vintner's Selection"", 'Tanzen Dame Morehouse Road Vineyard 1st Harvest', ""Vintner's Select Unfined & Unfiltered"", 'Tanzen Dame Second Harvest', 'Block 97', 'Tanzen Dame Auten Vineyard 2nd Clone 10 Dry', 'Tanzen Dame Auten Vineyard Clone 10 Dry', 'Unfined and Unfiltered', 'White Horse Red Unfined & Unfiltered', 'Tanzen Dame Auten Vineyard 1st Harvest Dry', 'White Horse Unfined & Unfiltered', 'Tanzen Dame Auten Vineyard Clone 239 Dry'}","{'Cabernet Franc-Merlot', 'Riesling', 'Gewürztraminer', 'Pinot Noir', 'Cabernet Franc', 'Bordeaux-style Red Blend', 'Chardonnay'}",26
Bloomfield,{'US'},{'California'},25.0,25.0,25.0,25.0,,80,80,80.0,80.0,,"{""Devil's Daughter""}",{'White Blend'},1
Blue Farm,{'US'},{'California'},55.0,90.0,72.3076923076923,65.0,14.52230821520587,90,95,92.6923076923077,93.0,1.6525039276108346,"{'Anne Katherina Vineyard Farmhouse Estate Farmed', 'Anne Katherina Vineyard Estate Farmed', '1861 Vineyard', 'Laceroni Vineyard Estate Farmed', 'Laceroni Vineyard', ""Gap's Crown Vineyard"", 'King Ridge Vineyard', 'King Ridge Vineyard Estate Farmed'}","{'Pinot Noir', 'Chardonnay'}",13
Blue Fish,{'Germany'},{'Pfalz'},10.0,10.0,10.0,10.0,0.0,87,89,88.25,88.5,0.9574271077563381,"{'Sweet', 'Original'}",{'Riesling'},4
Blue Moon,{'US'},{'Oregon'},10.0,12.0,11.0,11.0,1.4142135623730951,84,85,84.5,84.5,0.7071067811865476,"{'Semi-Sparkling', 'Sweet'}",{'Riesling'},2
Blue Nomad,{'US'},{'California'},14.0,14.0,14.0,14.0,,85,85,85.0,85.0,,{'Rockus Bockus'},{'Red Blend'},1
Blue Oak,{'US'},{'California'},50.0,55.0,52.5,52.5,3.5355339059327378,85,90,87.5,87.5,3.5355339059327378,{'Estate Blend'},"{'Cabernet Sauvignon', 'Bordeaux-style Red Blend'}",2
Blue Oasis,{'US'},{'California'},52.0,52.0,52.0,52.0,0.0,92,94,93.0,93.0,1.4142135623730951,"{'Docker Hill Vineyard', 'Costa Vineyard'}",{'Pinot Noir'},2
Blue Plate,{'US'},{'California'},11.0,11.0,11.0,11.0,0.0,87,89,88.0,88.0,1.4142135623730951,{'Dry'},{'Chenin Blanc'},2
Blue Pyrenees,{'Australia'},{'Victoria'},20.0,20.0,20.0,20.0,0.0,85,87,86.0,86.0,1.4142135623730951,{'Estate Reserve'},"{'Shiraz', 'Chardonnay'}",2
Blue Rock,{'US'},{'California'},24.0,95.0,46.45454545454545,48.0,24.27494031450391,85,94,90.18181818181819,91.0,2.993933259716448,"{'Baby Blue', 'Baby Blue Blanc', 'Best Barrels', 'Estate'}","{'Merlot', 'Cabernet Sauvignon', 'Malbec', 'Red Blend', 'Bordeaux-style Red Blend', 'Sauvignon Blanc-Semillon'}",11
Blue Valley,{'US'},{'Virginia'},38.0,38.0,38.0,38.0,,88,88,88.0,88.0,,{'Estate'},{'Cabernet Franc'},1
Bluestone,{'US'},{'Virginia'},18.0,24.0,21.0,21.0,4.242640687119285,85,86,85.5,85.5,0.7071067811865476,{'Estate Grown'},{'Chardonnay'},2
Blustone,{'US'},{'Michigan'},42.0,42.0,42.0,42.0,,86,86,86.0,86.0,,"{""Winemaker's""}",{'Red Blend'},1
